Mark,Model,Year,Body_type,Color,Capacity,HorsePowers,EngineType,Transmission,Mileage,Is_new,Price
Kia,Sorento,2014,Offroader / SUV,Ağ,2.4,-0.15806096838554654,Benzin,Avtomat,-0.10970206307225655,Xeyr,18764.70588235294
Hyundai,Sonata,2012,Sedan,Qara,2.0,-0.25573593628461255,Benzin,Avtomat,-0.4979746309750168,Xeyr,13470.588235294117
Kia,Stinger,2019,Liftbek,Ağ,2.0,0.5451988004877288,Benzin,Avtomat,-0.6532836581361209,Xeyr,25700.0
Mercedes,GLE 53 AMG,2020,Offroader / SUV,Ağ,3.0,2.3814881969901704,Benzin,Avtomat,-1.1192107396194333,Xeyr,95999.0
Toyota,Camry,2023,Sedan,Qara,2.5,0.2619413935804374,Hibrid,Avtomat,-1.4783628649294864,Bəli,42400.0
Land Rover,Range Rover,2015,Offroader / SUV,Ağ,5.0,3.1140504562331652,Benzin,Avtomat,-0.4979746309750168,Xeyr,73999.0
Toyota,Camry,2023,Sedan,Ağ,2.5,0.2619413935804374,Hibrid,Avtomat,-1.4783628649294864,Bəli,49900.0
Toyota,Prado,2018,Offroader / SUV,Ağ,2.8,-0.13852597480573334,Dizel,Avtomat,-0.934781269865622,Xeyr,49999.0
Toyota,Camry,2023,Sedan,Ağ,2.5,0.16426642568137137,Hibrid,Avtomat,-1.4783628649294864,Bəli,42400.0
Toyota,Prado,2019,Offroader / SUV,Ağ,2.8,-0.13852597480573334,Dizel,Avtomat,-1.444389015237995,Xeyr,60000.0
BMW,X7,2023,Offroader / SUV,Qara,3.0,1.844275873545307,Benzin,Avtomat,-1.4783628649294864,Bəli,154000.0
Kia,Seltos,2023,Offroader / SUV,Ağ,2.0,-0.4120158849231182,Benzin,Avtomat,-1.4783628649294864,Bəli,30235.29411764706
Mercedes,Sprinter 313,2010,Furqon,Boz,2.2,-0.6073658207212502,Dizel,Mexaniki,1.6396017507284444,Xeyr,14117.64705882353
BMW,X5,2023,Offroader / SUV,Qara,2.0,0.3889188518492232,Dizel,Avtomat,-1.4783628649294864,Bəli,90999.0
Toyota,Prius,2009,Liftbek,Ağ,1.5,-1.1250431505863003,Hibrid,Avtomat,-0.13882250566496357,Xeyr,8117.64705882353
BMW,320,2009,Sedan,Qara,2.0,-0.20689845233507956,Benzin,Avtomat,0.07472740668155457,Xeyr,10323.529411764706
BMW,520,2016,Sedan,Ağ,2.0,-0.0701534972763871,Dizel,Avtomat,-0.5076814451725858,Xeyr,29900.0
Toyota,Prado,2019,Offroader / SUV,Ağ,2.8,-0.13852597480573334,Dizel,Avtomat,-1.444389015237995,Xeyr,60000.0
Toyota,Camry,2023,Sedan,Qara,2.5,0.08612645136211854,Hibrid,Avtomat,-1.4783628649294864,Bəli,44900.0
Toyota,Avalon,2022,Sedan,Qara,2.5,0.2619413935804374,Hibrid,Avtomat,-1.4783628649294864,Bəli,63999.0
Toyota,Camry,2023,Sedan,Ağ,2.5,-0.09945598764610691,Benzin,Avtomat,-1.4783628649294864,Bəli,51400.0
Toyota,Camry,2023,Sedan,Ağ,2.5,0.16426642568137137,Hibrid,Avtomat,-1.4783628649294864,Bəli,44900.0
Mercedes,GL 63 AMG,2014,Offroader / SUV,Qara,5.5,3.573122805358776,Benzin,Avtomat,-0.5950427729507068,Xeyr,47999.0
Mercedes,C 200,2019,Sedan,Qara,1.5,-0.0701534972763871,Benzin,Avtomat,-0.847419942087501,Xeyr,34500.0
Land Rover,Defender,2020,Offroader / SUV,Qara,3.0,2.039625809343439,Benzin,Avtomat,-1.3618810945586584,Xeyr,128999.0
Chevrolet,Aveo,2012,Sedan,Tünd qırmızı,1.5,-1.0273681826872343,Benzin,Avtomat,-0.002927106898997473,Xeyr,7529.411764705883
Toyota,RAV4,2023,Offroader / SUV,Ağ,2.5,0.2619413935804374,Hibrid,Avtomat,-1.4783628649294864,Bəli,39900.0
Mercedes,GLE 350 Coupe,2022,Offroader / SUV,Qara,2.0,1.209388582201378,Plug-in Hibrid,Avtomat,-1.4783628649294864,Bəli,122999.0
Opel,Astra,2006,Hetçbek,Yaş Asfalt,1.4,-0.9882981955276078,Benzin,Mexaniki,0.4767059962312823,Xeyr,7235.2941176470595
Mercedes,Vito 111,2007,Mikroavtobus,Gümüşü,2.2,-0.7343432789900362,Dizel,Mexaniki,1.4336813943412154,Xeyr,14411.764705882353
Hyundai,Sonata,2021,Sedan,Yaş Asfalt,1.6,-0.07992099406629372,Benzin,Avtomat,-1.2551061383853994,Xeyr,29000.0
Land Rover,Range Rover,2014,Offroader / SUV,Qara,5.0,3.1140504562331652,Benzin,Avtomat,-0.7392860319265823,Xeyr,71999.0
Kia,Sportage,2011,Offroader / SUV,Ağ,2.0,-0.0701534972763871,Dizel,Avtomat,-0.20788648868066703,Xeyr,15588.235294117647
Toyota,RAV4,2022,Offroader / SUV,Boz,2.0,-0.17759596196535973,Benzin,Avtomat,-1.4783628649294864,Bəli,37500.0
Opel,Vectra,1995,Liftbek,Tünd qırmızı,2.0,-0.5389933431919041,Benzin,Mexaniki,1.4336813943412154,Xeyr,2117.6470588235293
Mercedes,GLS 450,2021,Offroader / SUV,Ağ,3.0,1.7172984152765212,Benzin,Avtomat,-1.1483311822121403,Xeyr,122999.0
Nissan,Tiida,2012,Hetçbek,Tünd qırmızı,1.5,-0.8027157565193823,Benzin,Avtomat,-1.0609698544340191,Xeyr,8647.058823529413
Mercedes,E 200,2016,Sedan,Boz,2.0,-0.0701534972763871,Benzin,Avtomat,0.2688636906329347,Xeyr,37900.0
LADA (VAZ),Niva,2020,Offroader / SUV,Yaş Asfalt,1.7,-1.0859731634266738,Benzin,Mexaniki,-0.9736085266558981,Xeyr,11058.823529411766
Land Rover,Range Rover,2009,Offroader / SUV,Ağ,4.2,2.000555822183813,Benzin,Avtomat,0.30769094742321074,Xeyr,25500.0
Kia,Sorento,2022,Offroader / SUV,Ağ,1.6,0.37915135505931663,Hibrid,Avtomat,-1.3715879087562275,Xeyr,44800.0
Mercedes,C 220,2007,Sedan,Qara,2.2,-0.20689845233507956,Dizel,Mexaniki,1.730350756661517,Xeyr,10000.0
Hyundai,ix35,2015,Offroader / SUV,Ağ,2.0,-0.0701534972763871,Benzin,Avtomat,-0.4629621521643854,Xeyr,17235.29411764706
Mercedes,CLS 500,2012,Sedan,Ağ,4.7,2.117765783662692,Benzin,Avtomat,-0.039813000849759694,Xeyr,26500.0
Opel,Vectra,1995,Liftbek,Tünd qırmızı,2.0,-0.5389933431919041,Benzin,Mexaniki,1.4336813943412154,Xeyr,2117.6470588235293
Mercedes,GLS 450,2020,Offroader / SUV,Qara,3.0,1.7172984152765212,Benzin,Avtomat,-1.1677448106072783,Xeyr,105999.0
Opel,Astra,2008,Universal,Boz,1.6,-0.7441107757799427,Benzin,Mexaniki,0.9483406844627652,Xeyr,6470.588235294118
Nissan,Juke,2012,Offroader / SUV,Ağ,1.6,-0.7245757822001295,Benzin,Avtomat,-0.41061330319689576,Xeyr,11647.058823529413
BMW,X5,2023,Offroader / SUV,Göy,2.0,0.3889188518492232,Dizel,Avtomat,-1.4701120728615529,Xeyr,87999.0
Nissan,Sentra,2020,Sedan,Qara,2.0,-0.4120158849231182,Benzin,Avtomat,-1.1580379964097092,Xeyr,23500.0
Mercedes,S 500,2013,Sedan,Qara,4.7,2.3814881969901704,Benzin,Avtomat,-0.41061330319689576,Xeyr,46000.0
Toyota,Camry,2020,Sedan,Qara,2.5,-0.09945598764610691,Benzin,Avtomat,-1.1386243680145711,Xeyr,31999.0
LADA (VAZ),2115,2011,Sedan,Qara,1.5,-1.1348106473762067,Benzin,Mexaniki,1.7248858202682857,Xeyr,3676.470588235294
Hyundai,Santa Fe,2010,Offroader / SUV,Ağ,2.4,-0.15806096838554654,Benzin,Avtomat,-0.10970206307225655,Xeyr,14588.235294117647
LADA (VAZ),Niva,2010,Offroader / SUV,Ağ,1.7,-1.0859731634266738,Benzin,Mexaniki,0.9483406844627652,Xeyr,4411.764705882353
BMW,530e,2019,Sedan,Yaş Asfalt,2.0,0.984736156033526,Plug-in Hibrid,Avtomat,-1.0250546419030138,Xeyr,51500.0
LADA (VAZ),21099,1997,Sedan,Göy,1.6,-1.1348106473762067,Benzin,Mexaniki,0.8093876392245648,Xeyr,2823.529411764706
Hyundai,Elantra,2020,Sedan,Göy,2.0,-0.4022483881332116,Benzin,Avtomat,-1.0949437041255108,Xeyr,18529.41176470588
Hyundai,Santa Fe,2012,Offroader / SUV,Qara,2.0,-0.0701534972763871,Dizel,Avtomat,-0.847419942087501,Xeyr,18647.058823529413
Land Rover,Range Rover,2023,Offroader / SUV,Qara,4.4,3.3094003920312973,Benzin,Avtomat,-1.4783628649294864,Bəli,358000.0
Toyota,Land Cruiser,2005,Offroader / SUV,Qara,4.5,0.320546374319877,Benzin,Avtomat,1.5210427221193366,Xeyr,13411.764705882353
BMW,520,2012,Sedan,Boz,2.0,-0.0701534972763871,Dizel,Avtomat,1.6278176782925957,Xeyr,18529.41176470588
Toyota,RAV4,2023,Offroader / SUV,Qara,2.5,0.2619413935804374,Hibrid,Avtomat,-1.4783628649294864,Bəli,42500.0
Toyota,Camry,2019,Sedan,Ağ,2.5,-0.09945598764610691,Benzin,Mexaniki,-0.876540384680208,Xeyr,36500.0
Hyundai,Elantra,2017,Sedan,Ağ,2.0,-0.4022483881332116,Benzin,Avtomat,0.26252514096192214,Xeyr,14058.823529411766
Kia,Cerato,2019,Sedan,Göy,2.0,-0.4022483881332116,Benzin,Avtomat,-0.798885871099656,Xeyr,17529.41176470588
Toyota,Corolla,2005,Hetçbek,Gümüşü,1.4,-0.9882981955276078,Dizel,Avtomat,0.20091599124995166,Xeyr,9234.70588235294
Mercedes,Sprinter 313,2008,Furqon,Tünd qırmızı,2.2,-0.6073658207212502,Dizel,Mexaniki,-1.228897740051963,Xeyr,13705.882352941177
Hyundai,Sonata,2020,Sedan,Qara,2.5,-0.10922348443601353,Benzin,Avtomat,-0.847419942087501,Xeyr,31176.470588235294
Mercedes,GLE 53 AMG,2021,Offroader / SUV,Qara,3.0,2.3814881969901704,Benzin,Avtomat,-1.363822457398172,Xeyr,103000.0
Mercedes,E 220,2000,Sedan,Gümüşü,2.2,-0.47062086566255784,Dizel,Avtomat,1.6798462023915655,Xeyr,11058.823529411766
Toyota,Land Cruiser,2005,Offroader / SUV,Qara,4.5,0.320546374319877,Benzin,Avtomat,1.5210427221193366,Xeyr,13411.764705882353
BMW,520,2012,Sedan,Boz,2.0,-0.0701534972763871,Dizel,Avtomat,1.6278176782925957,Xeyr,18529.41176470588
Hyundai,Sonata,2015,Sedan,Boz,1.7,-0.49015585924237104,Dizel,Robotlaşdırılmış,-0.39896512615981294,Xeyr,19117.64705882353
Kia,Sorento,2015,Offroader / SUV,Qara,2.0,-0.0701534972763871,Dizel,Avtomat,0.12520284050891342,Xeyr,24529.411764705885
Hyundai,Sonata,1997,Sedan,Qara,2.0,-0.6464358078808767,Benzin,Avtomat,1.6600734218711175,Xeyr,2235.294117647059
Chevrolet,Cruze,2015,Sedan,Tünd qırmızı,1.4,-0.4999233560322776,Benzin,Avtomat,0.3659318326086248,Xeyr,8647.058823529413
Hyundai,Sonata,2009,Sedan,Gümüşü,2.4,-0.12875847801582674,Benzin,Avtomat,-0.21647701924551563,Xeyr,10588.235294117647
Hyundai,Sonata,2015,Sedan,Boz,2.0,-0.34364340739377197,Hibrid,Avtomat,-0.6383351642718647,Xeyr,16764.70588235294
LADA (VAZ),2115,2009,Sedan,Qara,1.6,-1.0762056666367672,Benzin,Mexaniki,1.9190221042196658,Xeyr,5176.470588235295
Toyota,Camry,2023,Sedan,Ağ,2.5,0.2619413935804374,Hibrid,Avtomat,-1.4783628649294864,Bəli,42740.0
Hyundai,Elantra,2013,Sedan,Ağ,1.8,-0.4022483881332116,Benzin,Avtomat,0.2146220128969191,Xeyr,12588.235294117647
Kia,Rio,2013,Hetçbek,Qırmızı,1.4,-0.8222507500991956,Benzin,Avtomat,-0.9250744556680531,Xeyr,12352.94117647059
Hyundai,i30,2008,Hetçbek,Ağ,1.6,-0.7343432789900362,Dizel,Avtomat,1.1424769684141454,Xeyr,8058.823529411765
Kia,Sportage,2010,Offroader / SUV,Qara,2.0,-0.49015585924237104,Benzin,Avtomat,-0.05470325382883055,Xeyr,14294.117647058823
Mercedes,C 250,2013,Sedan,Qara,1.8,0.12519643852174495,Benzin,Avtomat,-0.7163779504203195,Xeyr,16294.117647058823
Toyota,Corolla,2005,Hetçbek,Ağ,1.4,-0.9199257179982616,Benzin,Mexaniki,0.5503613023624359,Xeyr,6823.529411764706
Kia,Sportage,2011,Offroader / SUV,Qara,2.0,-0.27527092986442575,Benzin,Avtomat,1.4854284208284558,Xeyr,13823.529411764706
LADA (VAZ),Oka,2008,Hetçbek,Ağ,1.0,-1.349695576754152,Benzin,Mexaniki,-0.6532836581361209,Xeyr,2647.0588235294117
Toyota,Prius,2011,Liftbek,Qara,1.8,-0.9003907244184484,Hibrid,Avtomat,0.31739776162077976,Xeyr,11000.0
Mercedes,C 230,1999,Sedan,Qara,2.3,0.01775397383277232,Benzin,Avtomat,1.1424769684141454,Xeyr,6235.294117647059
BMW,528,2014,Sedan,Qara,2.0,0.5256638069079157,Benzin,Avtomat,-0.37469809066589044,Xeyr,26000.0
Hyundai,Santa Fe,2023,Offroader / SUV,Qara,1.6,0.37915135505931663,Hibrid,Avtomat,-1.4783628649294864,Bəli,48764.705882352944
LADA (VAZ),Largus,2022,Furqon,Ağ,1.6,-0.9882981955276078,Benzin,Mexaniki,-1.4783628649294864,Bəli,14941.176470588236
Nissan,Patrol,2018,Offroader / SUV,Boz,4.0,0.8186887106051137,Benzin,Avtomat,-1.1192107396194333,Xeyr,63500.0
Kia,Sorento,2010,Offroader / SUV,Yaş Asfalt,2.0,-0.0701534972763871,Dizel,Avtomat,0.026193335693709546,Xeyr,15000.0
Toyota,Corolla,2014,Sedan,Ağ,1.6,-0.6562033046707832,Benzin,Avtomat,0.8828973431427549,Xeyr,15588.235294117647
Mercedes,E 220,2006,Sedan,Qara,2.2,-0.4022483881332116,Dizel,Avtomat,1.1910110394019904,Xeyr,12647.058823529413
BMW,530,2017,Sedan,Boz,2.0,0.5647337940675421,Benzin,Avtomat,-0.6144564013458449,Xeyr,38500.0
Hyundai,Tucson,2010,Offroader / SUV,Ağ,2.4,-0.0701534972763871,Benzin,Avtomat,0.3950522752013318,Xeyr,13529.411764705883
Land Rover,RR Sport,2014,Offroader / SUV,Qara,3.0,1.453576001949043,Benzin,Avtomat,-0.41061330319689576,Xeyr,49000.0
BMW,528,2014,Sedan,Qara,2.0,0.5256638069079157,Benzin,Avtomat,-0.37469809066589044,Xeyr,26000.0
Mercedes,C 220,2005,Universal,Gümüşü,2.2,-0.4022483881332116,Dizel,Avtomat,1.4336813943412154,Xeyr,8000.0
Mercedes,E 220,2010,Sedan,Ağ,2.2,-0.20689845233507956,Dizel,Avtomat,0.8124452856967991,Xeyr,18823.529411764706
Chevrolet,Aveo,2011,Sedan,Gümüşü,1.2,-1.0469031762670473,Benzin,Mexaniki,1.6278176782925957,Xeyr,4588.235294117647
Toyota,Prado,2010,Offroader / SUV,Ağ,2.7,-0.27527092986442575,Benzin,Avtomat,0.28827731902807274,Xeyr,23000.0
Chevrolet,Cruze,2011,Sedan,Ağ,1.4,-0.4999233560322776,Benzin,Avtomat,1.3369044567914525,Xeyr,7470.588235294118
Kia,Sorento,2017,Offroader / SUV,Ağ,2.0,-0.0701534972763871,Dizel,Avtomat,-0.19318066517135,Xeyr,25823.529411764706
Opel,Astra,2006,Universal,Göy,1.3,-0.9882981955276078,Dizel,Mexaniki,0.9871679412530412,Xeyr,7176.470588235295
Hyundai,Elantra,2018,Sedan,Yaş Asfalt,1.6,0.12519643852174495,Benzin,Mexaniki,-1.121152102458947,Xeyr,16176.470588235294
BMW,530,2017,Sedan,Yaş Asfalt,2.0,0.5647337940675421,Benzin,Avtomat,-0.4552646485057132,Xeyr,34800.0
BMW,530,2007,Sedan,Qara,3.0,0.789386220235394,Benzin,Avtomat,1.5986972356998885,Xeyr,10882.35294117647
Hyundai,Santa Fe,2007,Offroader / SUV,Ağ,2.7,-0.021316013326854094,Benzin,Avtomat,0.5406544881648669,Xeyr,12823.529411764706
Hyundai,Santa Fe,2010,Offroader / SUV,Qara,2.4,-0.15806096838554654,Benzin,Avtomat,0.10384784927426159,Xeyr,13823.529411764706
Mercedes,E 300 de,2021,Sedan,Qara,2.0,1.1214811110922185,Plug-in Hibrid,Avtomat,-1.3521742803610894,Xeyr,65900.0
Mercedes,C 180,1998,Universal,Gümüşü,1.8,-0.6757382982505965,Benzin,Avtomat,1.7831267054536997,Xeyr,4823.529411764706
Toyota,Camry,2023,Sedan,Gümüşü,2.5,0.2619413935804374,Hibrid,Avtomat,-1.4783628649294864,Bəli,49940.0
Hyundai,Elantra,2023,Sedan,Boz,2.0,-0.3143409170240522,Benzin,Avtomat,-1.4783628649294864,Bəli,27000.0
BMW,525,2003,Sedan,Gümüşü,2.5,0.007986477042865715,Benzin,Avtomat,1.1910110394019904,Xeyr,9588.235294117647
LADA (VAZ),2105,1996,Sedan,Bej,1.6,-1.1348106473762067,Benzin,Mexaniki,-0.5076814451725858,Xeyr,2352.9411764705883
Mercedes,S 600,2007,Sedan,Qara,6.0,3.3094003920312973,Benzin,Avtomat,-1.1774516248048472,Xeyr,75000.0
Toyota,RAV4,2007,Offroader / SUV,Tünd qırmızı,2.0,-0.3827133945533984,Benzin,Avtomat,-0.3329587896163437,Xeyr,12941.176470588236
Opel,Corsa,2007,Hetçbek,Qara,1.3,-0.9882981955276078,Dizel,Mexaniki,1.9190221042196658,Xeyr,5588.235294117647
LADA (VAZ),2115,2012,Sedan,Boz,1.5,-1.105508157006487,Benzin,Mexaniki,1.0454088264384551,Xeyr,5588.235294117647
Kia,Rio,2006,Hetçbek,Qara,1.4,-0.9199257179982616,Benzin,Mexaniki,0.06502059248398558,Xeyr,6764.705882352941
Toyota,Prius,2007,Liftbek,Bej,1.5,-1.1250431505863003,Hibrid,Avtomat,1.0886720973170203,Xeyr,9352.94117647059
Toyota,Corolla,2005,Universal,Qara,1.4,-0.9199257179982616,Dizel,Mexaniki,0.3206398375627678,Xeyr,8705.882352941177
Chevrolet,Cruze,2014,Sedan,Yaş Asfalt,1.4,-0.4999233560322776,Benzin,Avtomat,0.38534546100376277,Xeyr,7764.705882352941
Hyundai,i30,2009,Hetçbek,Qara,1.4,-0.8027157565193823,Benzin,Mexaniki,0.3756386468061938,Xeyr,7882.352941176471
Opel,Astra,2004,Hetçbek,Boz,1.4,-0.9882981955276078,Benzin,Mexaniki,0.31739776162077976,Xeyr,6705.882352941177
Toyota,RAV4,2023,Offroader / SUV,Ağ,2.5,0.2619413935804374,Hibrid,Avtomat,-1.4783628649294864,Bəli,39000.0
Mercedes,EQC 400 4MATIC,2021,Offroader / SUV,Qara,0.0,2.117765783662692,Elektro,Avtomat,-1.2987868022744598,Xeyr,69900.0
Hyundai,i30,2011,Universal,Qara,1.6,-0.7343432789900362,Dizel,Mexaniki,0.5581267537204911,Xeyr,10000.0
Kia,Sorento,2015,Offroader / SUV,Qara,2.0,-0.050618503696573905,Dizel,Avtomat,0.182958384984449,Xeyr,22882.352941176472
LADA (VAZ),2104,2012,Universal,Ağ,1.6,-1.1348106473762067,Benzin,Mexaniki,-0.8328597207911476,Xeyr,4470.588235294118
BMW,528,2016,Sedan,Göy,2.0,0.5256638069079157,Benzin,Avtomat,-0.47856100257987877,Xeyr,24117.64705882353
LADA (VAZ),2107,2005,Sedan,Ağ,1.6,-1.1348106473762067,Benzin,Mexaniki,-0.9052046070056293,Xeyr,2588.2352941176473
BMW,328,2013,Sedan,Ağ,2.0,0.5256638069079157,Benzin,Avtomat,-0.6144564013458449,Xeyr,19117.64705882353
Mercedes,E 220,2000,Sedan,Bənövşəyi,2.2,-0.47062086566255784,Dizel,Avtomat,0.9483406844627652,Xeyr,8529.411764705883
LADA (VAZ),Priora,2015,Sedan,Göy,1.6,-0.8320182468891021,Benzin,Mexaniki,0.2785705048305037,Xeyr,7882.352941176471
Chevrolet,Cruze,2017,Sedan,Gümüşü,1.4,-0.3729458977634918,Benzin,Avtomat,-0.5368018877652928,Xeyr,10764.705882352942
Toyota,Corolla,2014,Sedan,Ağ,1.6,-0.6562033046707832,Benzin,Avtomat,0.8828973431427549,Xeyr,15588.235294117647
Mercedes,GLA 250,2021,Offroader / SUV,Qara,2.0,0.320546374319877,Plug-in Hibrid,Avtomat,-1.3473208732623048,Xeyr,51000.0
BMW,528,2016,Sedan,Göy,2.0,0.5256638069079157,Benzin,Avtomat,-0.6726972865312589,Xeyr,22900.0
Mercedes,GLS 450,2022,Offroader / SUV,Qara,3.0,1.7172984152765212,Benzin,Avtomat,-1.4783628649294864,Bəli,131900.0
Land Rover,RR Sport,2018,Offroader / SUV,Qəhvəyi,2.0,2.0786957965030655,Plug-in Hibrid,Avtomat,-1.041556226038881,Xeyr,77000.0
Mercedes,S 63 AMG,2014,Sedan,Ağ,5.5,3.8466127154761605,Benzin,Avtomat,-0.798885871099656,Xeyr,64000.0
Mercedes,CL 63 AMG,2008,Kupe,Qara,6.2,3.2605629080817646,Benzin,Avtomat,-0.1679429482576706,Xeyr,25500.0
BMW,X5,2014,Offroader / SUV,Qara,4.4,2.5280006488387694,Benzin,Avtomat,-0.47856100257987877,Xeyr,45900.0
Mercedes,E 300 e,2021,Sedan,Qara,2.0,1.2582260661509108,Plug-in Hibrid,Avtomat,-1.314482720831929,Xeyr,62900.0
Mercedes,GLC 300 e 4Matic,2022,Offroader / SUV,Ağ,2.0,1.307063550100444,Plug-in Hibrid,Avtomat,-1.4201219797440725,Xeyr,74900.0
Mercedes,C 200,2022,Sedan,Ağ,2.0,-0.0701534972763871,Benzin,Avtomat,-1.4104151655465034,Xeyr,59900.0
Chevrolet,Cruze,2014,Sedan,Qara,1.4,-0.4999233560322776,Benzin,Avtomat,-0.3135451612212057,Xeyr,8529.411764705883
Opel,Vectra,1997,Sedan,Ağ,2.0,-0.5389933431919041,Benzin,Mexaniki,2.2146043033498395,Xeyr,1882.3529411764707
Mercedes,E 200,2021,Sedan,Yaş Asfalt,2.0,0.05682396099239873,Benzin,Avtomat,-1.1263840753114367,Xeyr,63000.0
Opel,Vectra,1999,Sedan,Gümüşü,1.6,-0.8906232276285417,Benzin,Avtomat,0.657136258535695,Xeyr,4117.64705882353
Mercedes,E 300 de,2021,Sedan,Yaş Asfalt,2.0,1.1703185950417514,Plug-in Hibrid,Avtomat,-1.3743155235457443,Xeyr,68500.0
Opel,Astra,2004,Hetçbek,Boz,1.4,-0.9882981955276078,Benzin,Mexaniki,0.8779662815303899,Xeyr,7647.058823529412
Toyota,Prado,2012,Offroader / SUV,Ağ,3.0,-0.011548516536947492,Dizel,Avtomat,-0.093588751504292,Xeyr,41900.0
Toyota,Prius,2007,Liftbek,Göy,1.5,-1.1250431505863003,Hibrid,Avtomat,-0.581123201391393,Xeyr,9176.470588235294
Mercedes,E 220,2010,Sedan,Boz,2.2,-0.20689845233507956,Dizel,Avtomat,0.23003643384265868,Xeyr,20700.0
Kia,Sportage,2013,Offroader / SUV,Qara,2.4,-0.14829347159563994,Benzin,Avtomat,-0.3232519754187747,Xeyr,17352.941176470587
Nissan,Tiida,2012,Hetçbek,Tünd qırmızı,1.5,-0.8027157565193823,Benzin,Avtomat,-1.0609698544340191,Xeyr,8647.058823529413
Hyundai,Santa Fe,2022,Offroader / SUV,Boz,1.6,0.37915135505931663,Hibrid,Avtomat,-1.4783628649294864,Bəli,43823.529411764706
Toyota,RAV4,2022,Offroader / SUV,Ağ,2.0,-0.15806096838554654,Benzin,Variator,-1.279373173879322,Xeyr,31300.0
Hyundai,Sonata,2007,Sedan,Ağ,2.4,-0.294805923444239,Benzin,Avtomat,0.680917953319739,Xeyr,8470.588235294117
Toyota,Prius,2007,Liftbek,Qara,1.5,-1.1250431505863003,Hibrid,Variator,2.223961672236296,Xeyr,7176.470588235295
BMW,X5,2006,Offroader / SUV,Qara,4.8,1.648925937747175,Benzin,Avtomat,1.0454088264384551,Xeyr,17529.41176470588
Mercedes,Viano,2014,Minivan,Qara,2.2,-0.27527092986442575,Dizel,Avtomat,1.4822154653290605,Xeyr,25500.0
Mercedes,S 500,2010,Sedan,Qara,5.0,1.89311335749484,Benzin,Avtomat,-0.07087480628198052,Xeyr,23000.0
Nissan,Navara,2011,Pikap,Ağ,2.5,-0.011548516536947492,Dizel,Mexaniki,1.5986972356998885,Xeyr,13352.94117647059
Mercedes,E 220,2018,Sedan,Ağ,2.2,0.02752147062267892,Dizel,Avtomat,-1.2648129525829683,Xeyr,47500.0
Toyota,Camry,2012,Sedan,Qara,2.5,-0.09945598764610691,Benzin,Avtomat,0.08831694655815119,Xeyr,17941.176470588234
Mercedes,E 270,2002,Sedan,Göy,2.7,-0.20689845233507956,Dizel,Avtomat,1.8801948474293897,Xeyr,11588.235294117647
Toyota,Prado,2004,Offroader / SUV,Gümüşü,2.7,-0.27527092986442575,Benzin,Avtomat,0.9229961925929124,Xeyr,14000.0
Land Rover,Range Rover,2023,Offroader / SUV,Qara,4.4,3.3094003920312973,Benzin,Avtomat,-1.4783628649294864,Bəli,318500.0
Mercedes,E 240,2003,Sedan,Qara,2.4,-0.20689845233507956,Benzin,Avtomat,1.9044618829233122,Xeyr,10352.94117647059
Hyundai,i10,2009,Hetçbek,Ağ,1.2,-1.105508157006487,Benzin,Avtomat,-0.16017749689961538,Xeyr,6000.0
Chevrolet,Cruze,2014,Sedan,Yaş Asfalt,1.4,-0.49015585924237104,Benzin,Avtomat,0.03590014989127855,Xeyr,8705.882352941177
LADA (VAZ),Niva,2019,Offroader / SUV,Tünd qırmızı,1.7,-1.0859731634266738,Benzin,Mexaniki,-1.405561758447719,Xeyr,8411.764705882353
Chevrolet,Malibu,2016,Sedan,Qəhvəyi,1.5,-0.3045734202341456,Benzin,Avtomat,-0.24559746183822265,Xeyr,12529.411764705883
LADA (VAZ),2107,2009,Sedan,Ağ,1.6,-1.1348106473762067,Benzin,Mexaniki,-1.2953700036769156,Xeyr,3764.7058823529414
Kia,Sorento,2012,Offroader / SUV,Qara,2.0,-0.0701534972763871,Dizel,Avtomat,-0.798885871099656,Xeyr,17588.235294117647
Hyundai,Accent,2015,Sedan,Qara,1.6,-0.4999233560322776,Benzin,Avtomat,-0.18539580018489965,Xeyr,10882.35294117647
Nissan,Sunny,2008,Sedan,Ağ,1.6,-0.8222507500991956,Benzin,Avtomat,0.754204400511385,Xeyr,7000.0
LADA (VAZ),2107,2007,Sedan,Ağ,1.6,-1.1348106473762067,Benzin,Mexaniki,-1.2211322886939078,Xeyr,3823.529411764706
Kia,Sportage,2013,Offroader / SUV,Ağ,2.4,-0.14829347159563994,Benzin,Avtomat,0.3465182042134868,Xeyr,16470.58823529412
Mercedes,S 550,2006,Sedan,Qara,5.5,1.9224158478645599,Benzin,Avtomat,0.4435863461891768,Xeyr,16764.70588235294
Chevrolet,Lacetti,2022,Sedan,Qara,1.6,-0.8027157565193823,Benzin,Avtomat,-1.4783628649294864,Bəli,16352.94117647059
Mercedes,EQE 350,2022,Sedan,Boz,0.0,0.984736156033526,Elektro,Avtomat,-1.4783628649294864,Bəli,79000.0
Toyota,Camry,2020,Sedan,Qara,2.5,-0.09945598764610691,Benzin,Avtomat,-1.4783628649294864,Bəli,38000.0
Mercedes,GLE 350 Coupe,2022,Offroader / SUV,Yaş Asfalt,2.0,1.209388582201378,Plug-in Hibrid,Avtomat,-1.4783628649294864,Bəli,124999.0
