,Mark,Model,Year,Body_type,Color,Capacity,HorsePowers,EngineType,Transmission,Mileage,Is_new,Price,Price_currency,Link
5902,Mitsubishi,Galant,2006,Sedan,Qara,2.4,158,Benzin,Avtomat,359000,Xeyr,11850,AZN,https://turbo.az//autos/7438575-mitsubishi-galant
5903,BMW,328,2015,Sedan,Ağ,2.0,245,Benzin,Avtomat,165000,Xeyr,26900,AZN,https://turbo.az//autos/7422325-bmw-328
5904,Hyundai,i30,2012,Hetçbek,Gümüşü,1.4,90,Dizel,Mexaniki,200111,Xeyr,17300,AZN,https://turbo.az//autos/7398346-hyundai-i30
5905,LADA (VAZ),Niva,2021,Offroader / SUV,Qara,1.7,80,Benzin,Mexaniki,18100,Xeyr,21900,AZN,https://turbo.az//autos/7350933-lada-vaz-niva
5906,Mercedes,GLE 53 AMG,2021,Offroader / SUV,Qara,3.0,435,Benzin,Avtomat,9600,Xeyr,125000,USD,https://turbo.az//autos/6907752-mercedes-gle-53-amg
5907,Haval,Dargo,2022,Offroader / SUV,Ağ,2.0,211,Benzin,Avtomat,0,Bəli,62900,AZN,https://turbo.az//autos/7182250-haval-dargo
5908,BMW,X5,2020,Offroader / SUV,Qara,3.0,306,Benzin,Avtomat,29500,Xeyr,75000,USD,https://turbo.az//autos/7379757-bmw-x5
5909,Mitsubishi,Pajero io,2003,Offroader / SUV,Ağ,2.0,136,Benzin,Avtomat,223000,Xeyr,9100,AZN,https://turbo.az//autos/7274023-mitsubishi-pajero-io
5910,Scania,R 420,2007,Dartqı,Ağ,12 ,420,Dizel,Mexaniki,1200000,Xeyr,35500,AZN,https://turbo.az//autos/7373965-scania-r-420
5911,Toyota,Prius,2011,Liftbek,Göy,1.8,99,Hibrid,Avtomat,209215,Xeyr,19000,AZN,https://turbo.az//autos/7389042-toyota-prius
5912,Toyota,RAV4,2020,Offroader / SUV,Ağ,2.0,175,Benzin,Avtomat,62000,Xeyr,37500,USD,https://turbo.az//autos/7409610-toyota-rav4
5913,BMW,540,2020,Sedan,Boz,3.0,340,Benzin,Avtomat,54000,Xeyr,52900,USD,https://turbo.az//autos/7361691-bmw-540
5914,Dodge,Journey,2008,Offroader / SUV,Gümüşü,2.0,140,Dizel,Avtomat,268900,Xeyr,16900,AZN,https://turbo.az//autos/7262769-dodge-journey
5915,Mercedes,S 500,2015,Sedan,Ağ,4.7,455,Benzin,Avtomat,125000,Xeyr,57000,USD,https://turbo.az//autos/7267132-mercedes-s-500
5916,BMW,328,2015,Sedan,Ağ,2.0,245,Benzin,Avtomat,165000,Xeyr,26900,AZN,https://turbo.az//autos/7422325-bmw-328
5917,BMW,528,2015,Sedan,Ağ,2.0,245,Benzin,Avtomat,105000,Xeyr,26000,USD,https://turbo.az//autos/7432874-bmw-528
5918,Nissan,Murano,2005,Offroader / SUV,Yaş Asfalt,3.5,248,Benzin,Avtomat,50100,Xeyr,11450,AZN,https://turbo.az//autos/7290377-nissan-murano
5919,Toyota,Land Cruiser,2010,Offroader / SUV,Ağ,4.0,288,Benzin,Avtomat,116000,Xeyr,36500,USD,https://turbo.az//autos/7438571-toyota-land-cruiser
5920,Mercedes,E 300,1990,Sedan,Boz,3.0,172,Dizel,Mexaniki,260229,Xeyr,4700,AZN,https://turbo.az//autos/7427756-mercedes-e-300
5921,Mazda,CX-7,2009,Offroader / SUV,Ağ,2.5,163,Benzin,Avtomat,110000,Xeyr,16500,AZN,https://turbo.az//autos/7438570-mazda-cx-7
5922,Chevrolet,Cruze,2015,Sedan,Gümüşü,1.4,141,Benzin,Avtomat,67000,Xeyr,14800,AZN,https://turbo.az//autos/7438568-chevrolet-cruze
5923,Mini,Countryman,2013,Hetçbek,Qara,1.6,184,Benzin,Avtomat,195000,Xeyr,24200,AZN,https://turbo.az//autos/7438563-mini-countryman
5924,Mercedes,C 240,2000,Sedan,Göy,2.4,193,Benzin,Avtomat,301000,Xeyr,9600,AZN,https://turbo.az//autos/7438566-mercedes-c-240
5925,Mercedes,S 300,1996,Sedan,Boz,3.0,177,Dizel,Avtomat,345942,Xeyr,9500,AZN,https://turbo.az//autos/7438565-mercedes-s-300
5926,Mercedes,Citan,2012,Minivan,Ağ,1.5,110,Dizel,Mexaniki,165000,Xeyr,22500,AZN,https://turbo.az//autos/7398708-mercedes-citan
5927,Kia,Pride,2006,Sedan,Gümüşü,1.5,112,Dizel,Avtomat,299999,Xeyr,13000,AZN,https://turbo.az//autos/7438564-kia-pride
5928,BMW,X5,2004,Offroader / SUV,Qara,3.0,218,Dizel,Avtomat,396000,Xeyr,24900,AZN,https://turbo.az//autos/7332711-bmw-x5
5929,LADA (VAZ),2107,2003,Sedan,Boz,1.6,73,Benzin,Mexaniki,350000,Xeyr,5500,AZN,https://turbo.az//autos/7438562-lada-vaz-2107
5930,Hyundai,Sonata,2008,Sedan,Gümüşü,2.0,150,Dizel,Mexaniki,171000,Xeyr,18900,AZN,https://turbo.az//autos/7393530-hyundai-sonata
5931,Volkswagen,Passat,2012,Sedan,Ağ,1.8,160,Benzin,Avtomat,230000,Xeyr,15600,AZN,https://turbo.az//autos/7164693-volkswagen-passat
5932,BMW,530,2019,Sedan,Qara,2.0,249,Benzin,Avtomat,59000,Xeyr,47900,USD,https://turbo.az//autos/7338177-bmw-530
5933,Chery,Fulwin 2,2012,Hetçbek,Gümüşü,1.5,109,Benzin,Mexaniki,106000,Xeyr,8200,AZN,https://turbo.az//autos/7388692-chery-fulwin-2
5934,Mercedes,E 350,2007,Sedan,Qara,3.5,272,Benzin,Avtomat,228000,Xeyr,20800,AZN,https://turbo.az//autos/7401312-mercedes-e-350
5935,ZIL,5301,1997,Yük maşını,Boz,4.8,165,Dizel,Mexaniki,184562,Xeyr,8500,AZN,https://turbo.az//autos/7438561-zil-5301
5936,LADA (VAZ),2107,2006,Sedan,Tünd qırmızı,1.5,75,Benzin,Mexaniki,500000,Xeyr,6500,AZN,https://turbo.az//autos/7438558-lada-vaz-2107
5937,Audi,A5,2013,Sedan,Ağ,2.0,225,Benzin,Avtomat,168000,Xeyr,16500,USD,https://turbo.az//autos/7416321-audi-a5
5938,Toyota,Prado,2007,Offroader / SUV,Ağ,2.7,167,Benzin,Avtomat,196452,Xeyr,32500,AZN,https://turbo.az//autos/7438557-toyota-prado
5939,LADA (VAZ),2114,2011,Hetçbek,Qara,1.6,81,Benzin,Mexaniki,153000,Xeyr,9500,AZN,https://turbo.az//autos/7438556-lada-vaz-2114
5940,Mercedes,E 220,2008,Sedan,Qara,2.2,170,Dizel,Avtomat,250000,Xeyr,27900,AZN,https://turbo.az//autos/7348321-mercedes-e-220
5941,Mercedes,V 250,2023,Minivan,Qara,2.0,197,Dizel,Avtomat,0,Bəli,165950,AZN,https://turbo.az//autos/7351061-mercedes-v-250
5942,DFSK,Glory 330 S Cargo,2022,Furqon,Ağ,1.5,115,Benzin,Mexaniki,0,Bəli,25400,AZN,https://turbo.az//autos/7098775-dfsk-glory-330-s-cargo
5943,Porsche,Taycan 4S,2021,Liftbek,Qara,0.0,571,Elektro,Avtomat,0,Bəli,155500,USD,https://turbo.az//autos/5378169-porsche-taycan-4s
5944,Opel,Astra,2007,Universal,Göy,1.3,90,Dizel,Mexaniki,325400,Xeyr,11700,AZN,https://turbo.az//autos/7419850-opel-astra
5945,Land Rover,RR Evoque,2018,Offroader / SUV,Tünd qırmızı,2.0,190,Dizel,Avtomat,69500,Xeyr,39500,USD,https://turbo.az//autos/7392554-land-rover-rr-evoque
5946,Mercedes,E 320,1995,Kupe,Qara,3.2,220,Dizel,Avtomat,200000,Xeyr,15500,AZN,https://turbo.az//autos/6416224-mercedes-e-320
5947,BMW,530e,2018,Sedan,Yaş Asfalt,2.0,248,Plug-in Hibrid,Avtomat,56000,Xeyr,44800,USD,https://turbo.az//autos/7424130-bmw-530e
5948,BMW,320,1999,Sedan,Göy,2.0,150,Benzin,Avtomat,325654,Xeyr,8500,AZN,https://turbo.az//autos/7385832-bmw-320
5949,Land Rover,Range Rover,2010,Offroader / SUV,Ağ,5.0,510,Benzin,Avtomat,170000,Xeyr,29000,USD,https://turbo.az//autos/7329893-land-rover-range-rover
5950,Toyota,Prado,2012,Offroader / SUV,Boz,4.0,282,Benzin,Avtomat,165000,Xeyr,36000,USD,https://turbo.az//autos/7405503-toyota-prado
5951,Hyundai,Sonata,2020,Sedan,Qara,2.5,180,Benzin,Avtomat,65000,Xeyr,53000,AZN,https://turbo.az//autos/7388224-hyundai-sonata
5952,Toyota,Prado,2007,Offroader / SUV,Ağ,2.7,167,Benzin,Avtomat,196452,Xeyr,32500,AZN,https://turbo.az//autos/7438557-toyota-prado
5953,LADA (VAZ),2114,2011,Hetçbek,Qara,1.6,81,Benzin,Mexaniki,153000,Xeyr,9500,AZN,https://turbo.az//autos/7438556-lada-vaz-2114
5954,LADA (VAZ),2103,1981,Sedan,Yaşıl,1.5,72,Benzin,Mexaniki,842542,Xeyr,3200,AZN,https://turbo.az//autos/7438554-lada-vaz-2103
5955,Chevrolet,Camaro,2019,Sedan,Boz,2.0,275,Benzin,Avtomat,38000,Xeyr,27000,USD,https://turbo.az//autos/7392120-chevrolet-camaro
5956,Hyundai,Sonata,2006,Sedan,Mavi,3.3,233,Benzin,Avtomat,251000,Xeyr,9800,AZN,https://turbo.az//autos/7419303-hyundai-sonata
5957,Toyota,Highlander,2023,Offroader / SUV,Ağ,2.5,243,Hibrid,Avtomat,0,Bəli,56900,USD,https://turbo.az//autos/7406882-toyota-highlander
5958,Toyota,Land Cruiser,2006,Offroader / SUV,Qara,4.5,212,Benzin,Avtomat,210000,Xeyr,23900,AZN,https://turbo.az//autos/6901818-toyota-land-cruiser
5959,Mini,Clubman,2015,Hetçbek,Qara,1.5,136,Benzin,Avtomat,136000,Xeyr,14500,USD,https://turbo.az//autos/7438560-mini-clubman
5960,Hyundai,Elantra,2013,Sedan,Boz,1.8,150,Benzin,Avtomat,116000,Xeyr,19800,AZN,https://turbo.az//autos/7426856-hyundai-elantra
5961,Nissan,Tiida,2011,Hetçbek,Tünd qırmızı,1.5,109,Benzin,Avtomat,73000,Xeyr,14600,AZN,https://turbo.az//autos/7436332-nissan-tiida
5962,Mercedes,C 200,1998,Sedan,Göy,2.0,136,Benzin,Avtomat,385000,Xeyr,14300,AZN,https://turbo.az//autos/7438553-mercedes-c-200
5963,Opel,Astra,2006,Hetçbek,Göy,1.4,90,Benzin,Mexaniki,270000,Xeyr,11500,AZN,https://turbo.az//autos/7414192-opel-astra
5964,Suzuki,Vitara,2002,Offroader / SUV,Ağ,2.5,144,Benzin,Avtomat,173700,Xeyr,6800,AZN,https://turbo.az//autos/7429159-suzuki-vitara
5965,Mercedes,Vito 109,2008,Yük maşını,Narıncı,2.2,88,Dizel,Mexaniki,324000,Xeyr,19800,AZN,https://turbo.az//autos/7438551-mercedes-vito-109
5966,Kia,Sorento,2012,Offroader / SUV,Ağ,2.0,184,Dizel,Avtomat,173000,Xeyr,35800,AZN,https://turbo.az//autos/7345305-kia-sorento
5967,Mercedes,E 250,1990,Sedan,Göy,2.5,80,Dizel,Mexaniki,356030,Xeyr,6000,AZN,https://turbo.az//autos/7438547-mercedes-e-250
5968,LADA (VAZ),2107,2010,Sedan,Qara,1.5,65,Benzin,Mexaniki,32500,Xeyr,7900,AZN,https://turbo.az//autos/7430911-lada-vaz-2107
5969,BMW,530e,2021,Sedan,Ağ,2.0,288,Plug-in Hibrid,Avtomat,19500,Xeyr,58500,USD,https://turbo.az//autos/7146763-bmw-530e
5970,Khazar,LX,2018,Sedan,Gümüşü,1.7,113,Qaz,Mexaniki,190000,Xeyr,7400,AZN,https://turbo.az//autos/7438546-khazar-lx
5971,Hyundai,Elantra,2017,Sedan,Gümüşü,2.0,150,Benzin,Avtomat,74030,Xeyr,26500,AZN,https://turbo.az//autos/7438548-hyundai-elantra
5972,Opel,Astra,2008,Hetçbek,Göy,1.8,115,Benzin,Avtomat,138000,Xeyr,13000,AZN,https://turbo.az//autos/7438543-opel-astra
5973,Volkswagen,Passat,1999,Sedan,Gümüşü,1.8,150,Benzin,Avtomat,343800,Xeyr,3900,AZN,https://turbo.az//autos/7354338-volkswagen-passat
5974,BMW,530,2019,Sedan,Boz,2.0,245,Benzin,Avtomat,75300,Xeyr,41777,USD,https://turbo.az//autos/7055630-bmw-530
5975,LADA (VAZ),2107,2005,Sedan,Ağ,1.6,75,Benzin,Mexaniki,178963,Xeyr,5300,AZN,https://turbo.az//autos/7438542-lada-vaz-2107
5976,Hyundai,ix35,2011,Offroader / SUV,Ağ,2.0,150,Benzin,Avtomat,157400,Xeyr,26300,AZN,https://turbo.az//autos/7420366-hyundai-ix35
5977,Volkswagen,ID.6,2022,Offroader / SUV,Tünd qırmızı,0.0,204,Elektro,Avtomat,0,Bəli,39900,USD,https://turbo.az//autos/7422787-volkswagen-id-6
5978,Porsche,Panamera,2023,Liftbek,Göy,2.9,330,Benzin,Avtomat,0,Bəli,118000,EUR,https://turbo.az//autos/7365101-porsche-panamera
5979,Chevrolet,Equinox,2022,Offroader / SUV,Ağ,2.0,236,Benzin,Avtomat,0,Bəli,36000,USD,https://turbo.az//autos/6327731-chevrolet-equinox
5980,Toyota,RAV4,2013,Offroader / SUV,Qara,2.5,182,Benzin,Avtomat,217144,Xeyr,30000,AZN,https://turbo.az//autos/7046013-toyota-rav4
5981,Mercedes,E 240,1999,Sedan,Göy,2.4,170,Benzin,Avtomat,315000,Xeyr,13900,AZN,https://turbo.az//autos/7399734-mercedes-e-240
5982,Kia,Sorento,2009,Offroader / SUV,Yaş Asfalt,2.0,184,Dizel,Avtomat,225000,Xeyr,25800,AZN,https://turbo.az//autos/7358917-kia-sorento
5983,Mercedes,GLA 220,2014,Hetçbek,Qəhvəyi,2.0,168,Dizel,Avtomat,153000,Xeyr,39000,AZN,https://turbo.az//autos/7329759-mercedes-gla-220
5984,BMW,X5,2022,Offroader / SUV,Qara,3.0,340,Benzin,Avtomat,1000,Xeyr,99500,EUR,https://turbo.az//autos/7437869-bmw-x5
5985,Toyota,Prius,2008,Liftbek,Qırmızı,1.5,76,Hibrid,Variator,190000,Xeyr,14700,AZN,https://turbo.az//autos/7434762-toyota-prius
5986,Volkswagen,ID.6,2022,Offroader / SUV,Göy,0.0,204,Elektro,Avtomat,0,Bəli,40000,USD,https://turbo.az//autos/7397671-volkswagen-id-6
5987,Kia,K5,2020,Sedan,Qara,1.6,180,Benzin,Avtomat,25000,Xeyr,23900,USD,https://turbo.az//autos/7385981-kia-k5
5988,LADA (VAZ),2107,2005,Sedan,Ağ,1.6,75,Benzin,Mexaniki,178963,Xeyr,5300,AZN,https://turbo.az//autos/7438542-lada-vaz-2107
5989,Mercedes,Actros 1844,2010,Dartqı,Ağ,12 ,440,Dizel,Avtomat,115000,Xeyr,60500,AZN,https://turbo.az//autos/7409832-mercedes-actros-1844
5990,Kia,Sorento,2010,Offroader / SUV,Gümüşü,2.0,184,Dizel,Avtomat,133800,Xeyr,27400,AZN,https://turbo.az//autos/7422188-kia-sorento
5991,LADA (VAZ),2106,2001,Sedan,Mavi,1.6,75,Benzin,Mexaniki,150000,Xeyr,4000,AZN,https://turbo.az//autos/7438540-lada-vaz-2106
5992,Mercedes,S 350,1993,Sedan,Gümüşü,3.5,150,Dizel,Avtomat,373700,Xeyr,6800,AZN,https://turbo.az//autos/7424352-mercedes-s-350
5993,Cadillac,ATS,2013,Sedan,Qara,2.0,272,Benzin,Avtomat,252000,Xeyr,25000,AZN,https://turbo.az//autos/7408258-cadillac-ats
5994,Toyota,Prado,2017,Offroader / SUV,Ağ,2.7,167,Benzin,Avtomat,181000,Xeyr,39800,USD,https://turbo.az//autos/7438538-toyota-prado
5995,Hyundai,Santa Fe,2013,Offroader / SUV,Ağ,2.0,184,Dizel,Avtomat,109400,Xeyr,34800,AZN,https://turbo.az//autos/7375951-hyundai-santa-fe
5996,Toyota,Land Cruiser,2019,Offroader / SUV,Ağ,4.0,282,Benzin,Avtomat,70000,Xeyr,71700,USD,https://turbo.az//autos/7412546-toyota-land-cruiser
5997,BMW,328,2012,Sedan,Yaş Asfalt,2.0,245,Benzin,Avtomat,261000,Xeyr,26200,AZN,https://turbo.az//autos/7378854-bmw-328
5998,Opel,Astra,2003,Hetçbek,Gümüşü,1.6,76,Benzin,Avtomat,337000,Xeyr,9300,AZN,https://turbo.az//autos/7438534-opel-astra
5999,Mercedes,Vito,2002,Minivan,Ağ,2.2,122,Dizel,Mexaniki,488000,Xeyr,13000,AZN,https://turbo.az//autos/7438529-mercedes-vito
6000,Ford,Transit,2007,Furqon,Ağ,2.4,140,Dizel,Mexaniki,267000,Xeyr,19200,AZN,https://turbo.az//autos/7438531-ford-transit
6001,BMW,320,2003,Sedan,Ağ,2.0,150,Benzin,Avtomat,300000,Xeyr,13500,AZN,https://turbo.az//autos/7438525-bmw-320
6002,Mercedes,E 200,1989,Sedan,Qara,2.0,136,Benzin,Avtomat,104000,Xeyr,7300,AZN,https://turbo.az//autos/7438526-mercedes-e-200
6003,Toyota,Prius,2006,Liftbek,Göy,1.5,76,Hibrid,Avtomat,219000,Xeyr,13600,AZN,https://turbo.az//autos/7438530-toyota-prius
6004,Mercedes,E 250,2014,Sedan,Ağ,2.2,204,Dizel,Avtomat,165000,Xeyr,26000,USD,https://turbo.az//autos/7285299-mercedes-e-250
6005,Hyundai,Accent,2007,Sedan,Qara,1.4,97,Benzin,Mexaniki,183000,Xeyr,11800,AZN,https://turbo.az//autos/7407930-hyundai-accent
6006,Ford,Transit,1995,Mikroavtobus,Göy,2.5,76,Dizel,Mexaniki,596656,Xeyr,15000,AZN,https://turbo.az//autos/7377346-ford-transit
6007,Lexus,GS 300,2006,Sedan,Boz,3.0,250,Benzin,Avtomat,197900,Xeyr,14800,AZN,https://turbo.az//autos/7438524-lexus-gs-300
6008,Audi,A8,2018,Sedan,Qara,3.0,340,Benzin,Avtomat,29300,Xeyr,93000,USD,https://turbo.az//autos/7438520-audi-a8
6009,LADA (VAZ),2106,2004,Sedan,Ağ,1.6,75,Benzin,Mexaniki,220000,Xeyr,5150,AZN,https://turbo.az//autos/7438516-lada-vaz-2106
6010,Mercedes,B 170,2007,Hetçbek,Qara,1.7,116,Benzin,Avtomat,95000,Xeyr,12700,AZN,https://turbo.az//autos/7438517-mercedes-b-170
6011,LADA (VAZ),2106,1986,Sedan,Qırmızı,1.6,75,Benzin,Mexaniki,200000,Xeyr,3400,AZN,https://turbo.az//autos/7438515-lada-vaz-2106
6012,Dodge,Durango,2022,Offroader / SUV,Qara,3.6,295,Benzin,Avtomat,0,Bəli,71800,USD,https://turbo.az//autos/6757735-dodge-durango
6013,Toyota,Camry,2020,Sedan,Qara,2.5,181,Hibrid,Avtomat,29000,Xeyr,38700,USD,https://turbo.az//autos/7400410-toyota-camry
6014,Nissan,Patrol,2018,Offroader / SUV,Boz,4.0,275,Benzin,Avtomat,37000,Xeyr,63500,USD,https://turbo.az//autos/7170696-nissan-patrol
6015,Land Rover,Range Rover,2022,Offroader / SUV,Qara,4.4,530,Benzin,Avtomat,0,Bəli,267000,USD,https://turbo.az//autos/7252463-land-rover-range-rover
6016,Mercedes,ML 350,2012,Offroader / SUV,Gümüşü,3.0,249,Dizel,Avtomat,281000,Xeyr,26000,USD,https://turbo.az//autos/7357936-mercedes-ml-350
6017,Kia,Sportage,2012,Offroader / SUV,Göy,2.0,184,Dizel,Avtomat,203000,Xeyr,27500,AZN,https://turbo.az//autos/7426708-kia-sportage
6018,MV Agusta,Rivale,2014,Motosiklet,Qara,0.0,147,Benzin,Mexaniki,7000,Xeyr,13000,AZN,https://turbo.az//autos/7408680-mv-agusta-rivale
6019,Land Rover,Discovery,2013,Offroader / SUV,Qara,3.0,256,Dizel,Avtomat,207000,Xeyr,28800,USD,https://turbo.az//autos/7429629-land-rover-discovery
6020,BMW,520,2015,Sedan,Boz,2.0,190,Dizel,Avtomat,100000,Xeyr,29500,USD,https://turbo.az//autos/7416279-bmw-520
6021,Mercedes,Vito,2012,Minivan,Ağ,2.2,163,Dizel,Avtomat,386000,Xeyr,31500,AZN,https://turbo.az//autos/7402734-mercedes-vito
6022,Mercedes,E 200,2021,Sedan,Qızılı,2.0,197,Benzin,Avtomat,19000,Xeyr,50000,USD,https://turbo.az//autos/7438083-mercedes-e-200
6023,Lexus,ES 300h,2022,Sedan,Qara,2.5,215,Hibrid,Avtomat,16000,Xeyr,48400,USD,https://turbo.az//autos/6919199-lexus-es-300h
6024,Mercedes,E 300,2017,Sedan,Qara,2.0,245,Benzin,Avtomat,124000,Xeyr,36500,USD,https://turbo.az//autos/7357735-mercedes-e-300
6025,Chevrolet,Cruze,2015,Sedan,Ağ,1.4,141,Benzin,Avtomat,143589,Xeyr,15200,AZN,https://turbo.az//autos/7438511-chevrolet-cruze
6026,BMW,328,2016,Sedan,Qara,2.0,245,Benzin,Avtomat,110563,Xeyr,20000,USD,https://turbo.az//autos/7293614-bmw-328
6027,LADA (VAZ),Niva,2019,Offroader / SUV,Ağ,1.7,80,Benzin,Mexaniki,112700,Xeyr,13800,AZN,https://turbo.az//autos/7438506-lada-vaz-niva
6028,Opel,Astra,2005,Hetçbek,Gümüşü,1.4,90,Benzin,Mexaniki,201492,Xeyr,10800,AZN,https://turbo.az//autos/7435279-opel-astra
6029,ZAZ,968M,1991,Kupe,Göy,1.2,42,Benzin,Mexaniki,600000,Xeyr,1800,AZN,https://turbo.az//autos/7438503-zaz-968m
6030,Lexus,LX 570,2013,Offroader / SUV,Qara,5.7,383,Benzin,Avtomat,126300,Xeyr,53300,USD,https://turbo.az//autos/7410475-lexus-lx-570
6031,Porsche,Cayenne,2014,Offroader / SUV,Ağ,3.6,300,Benzin,Avtomat,98100,Xeyr,34000,USD,https://turbo.az//autos/7325927-porsche-cayenne
6032,Land Rover,Discovery,2017,Offroader / SUV,Yaş Asfalt,3.0,249,Dizel,Avtomat,110000,Xeyr,56000,USD,https://turbo.az//autos/7438482-land-rover-discovery
6033,Mercedes,C 220,1999,Sedan,Qara,2.2,125,Dizel,Avtomat,200000,Xeyr,12000,AZN,https://turbo.az//autos/7387106-mercedes-c-220
6034,Opel,Astra,1999,Universal,Yaşıl,1.6,75,Benzin,Mexaniki,400000,Xeyr,8300,AZN,https://turbo.az//autos/7438498-opel-astra
6035,Nissan,Maxima,2003,Sedan,Qara,3.0,200,Benzin,Avtomat,167000,Xeyr,9400,AZN,https://turbo.az//autos/7438496-nissan-maxima
6036,Nissan,Navara,2011,Pikap,Ağ,2.5,152,Benzin,Avtomat,175000,Xeyr,22500,AZN,https://turbo.az//autos/7438495-nissan-navara
6037,LADA (VAZ),2107,2007,Sedan,Ağ,1.6,75,Benzin,Mexaniki,28600,Xeyr,6500,AZN,https://turbo.az//autos/7438493-lada-vaz-2107
6038,Mercedes,E 200,1989,Sedan,Ağ,2.0,75,Dizel,Mexaniki,242300,Xeyr,6700,AZN,https://turbo.az//autos/7234773-mercedes-e-200
6039,Opel,Astra,2000,Hetçbek,Gümüşü,1.8,116,Benzin,Avtomat,295000,Xeyr,9400,AZN,https://turbo.az//autos/7438488-opel-astra
6040,LADA (VAZ),21099,1999,Sedan,Yaşıl,1.5,78,Benzin,Mexaniki,150000,Xeyr,6500,AZN,https://turbo.az//autos/7438492-lada-vaz-21099
6041,Land Rover,Range Rover,2015,Offroader / SUV,Qara,3.0,340,Benzin,Avtomat,165000,Xeyr,61500,USD,https://turbo.az//autos/7428598-land-rover-range-rover
6042,Chevrolet,Camaro,2017,Kupe,Ağ,2.0,238,Benzin,Avtomat,112000,Xeyr,22500,USD,https://turbo.az//autos/7438485-chevrolet-camaro
6043,Nissan,Tiida,2012,Hetçbek,Qəhvəyi,1.5,109,Benzin,Avtomat,39725,Xeyr,14900,AZN,https://turbo.az//autos/7408510-nissan-tiida
6044,LADA (VAZ),21099,2001,Sedan,Ağ,1.6,86,Benzin,Mexaniki,115000,Xeyr,5300,AZN,https://turbo.az//autos/7438484-lada-vaz-21099
6045,Kia,Sorento,2005,Offroader / SUV,Qara,2.5,140,Dizel,Avtomat,390000,Xeyr,16400,AZN,https://turbo.az//autos/7430817-kia-sorento
6046,Kia,Sportage,2014,Offroader / SUV,Ağ,2.0,150,Benzin,Avtomat,118000,Xeyr,27500,AZN,https://turbo.az//autos/7358824-kia-sportage
6047,Volkswagen,Crafter,2015,Yük maşını,Ağ,2.0,163,Dizel,Mexaniki,290000,Xeyr,32900,AZN,https://turbo.az//autos/7412257-volkswagen-crafter
6048,Bestune,T99,2022,Offroader / SUV,Göy,2.0,225,Benzin,Avtomat,0,Bəli,59900,AZN,https://turbo.az//autos/6181498-bestune-t99
6049,Dodge,Ram,2023,Pikap,Gümüşü,3.6,305,Benzin,Avtomat,0,Bəli,83000,USD,https://turbo.az//autos/7127528-dodge-ram
6050,BMW,X7,2022,Offroader / SUV,Qara,3.0,340,Benzin,Avtomat,5000,Xeyr,139999,USD,https://turbo.az//autos/7310917-bmw-x7
6051,Kia,Optima,2014,Sedan,Ağ,2.0,150,Hibrid,Avtomat,44000,Xeyr,27800,AZN,https://turbo.az//autos/7406497-kia-optima
6052,Renault,Grand Scenic,2010,Minivan,Gümüşü,1.5,110,Dizel,Mexaniki,215000,Xeyr,15500,AZN,https://turbo.az//autos/7416440-renault-grand-scenic
6053,Infiniti,FX35,2008,Offroader / SUV,Qara,3.5,307,Benzin,Avtomat,224500,Xeyr,27800,AZN,https://turbo.az//autos/7423892-infiniti-fx35
6054,Mercedes,E 300 e,2021,Sedan,Qara,2.0,320,Plug-in Hibrid,Avtomat,21000,Xeyr,55500,USD,https://turbo.az//autos/7284736-mercedes-e-300-e
6055,Land Rover,Defender,2022,Offroader / SUV,Qara,3.0,400,Benzin,Avtomat,0,Bəli,150000,USD,https://turbo.az//autos/7324762-land-rover-defender
6056,Hyundai,Grandeur,2019,Sedan,Ağ,3.0,250,Benzin,Avtomat,170000,Xeyr,26000,USD,https://turbo.az//autos/6911609-hyundai-grandeur
6057,Scania,R 420,2007,Dartqı,Ağ,12 ,420,Dizel,Mexaniki,1200000,Xeyr,35500,AZN,https://turbo.az//autos/7373965-scania-r-420
6058,Toyota,Prius,2008,Liftbek,Yaşıl,1.5,76,Hibrid,Avtomat,195000,Xeyr,13500,AZN,https://turbo.az//autos/7385706-toyota-prius
6059,Land Rover,Range Rover,2021,Offroader / SUV,Qara,3.0,400,Benzin,Avtomat,14000,Xeyr,150000,USD,https://turbo.az//autos/7297644-land-rover-range-rover
6060,Volkswagen,Crafter,2015,Yük maşını,Ağ,2.0,163,Dizel,Mexaniki,290000,Xeyr,32900,AZN,https://turbo.az//autos/7412257-volkswagen-crafter
6061,Nissan,Sunny,2012,Sedan,Ağ,1.2,85,Benzin,Avtomat,41350,Xeyr,14800,AZN,https://turbo.az//autos/7382169-nissan-sunny
6062,Mercedes,E 280,1997,Sedan,Gümüşü,2.8,193,Benzin,Avtomat,60000,Xeyr,8700,AZN,https://turbo.az//autos/7431257-mercedes-e-280
6063,Mercedes,E 270,2001,Sedan,Qara,2.7,170,Dizel,Avtomat,247328,Xeyr,16800,AZN,https://turbo.az//autos/7387829-mercedes-e-270
6064,Toyota,RAV4,2022,Offroader / SUV,Ağ,2.0,175,Benzin,Variator,20500,Xeyr,31300,USD,https://turbo.az//autos/7392022-toyota-rav4
6065,Kia,Optima,2012,Sedan,Ağ,2.0,165,Benzin,Avtomat,220800,Xeyr,21700,AZN,https://turbo.az//autos/7387778-kia-optima
6066,Nissan,Tiida,2012,Hetçbek,Qızılı,1.5,109,Benzin,Avtomat,31185,Xeyr,14800,AZN,https://turbo.az//autos/7382155-nissan-tiida
